Data;Nr.;Intrebare;Varianta;Raspuns
"30 Sep 2011  16:57:21";30;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, incompetent decizional?";Familia;
"30 Sep 2011  16:57:21";31;"Credeti ca societatea romaneasca ar accepta introducerea directivei in avans?";"Nu stiu";
"30 Sep 2011  16:57:21";32;"Ce informatii considerati ca ar trebui sa cuprinda directiva in avans?";;"nu stiu"
"30 Sep 2011  16:57:21";33;"Este pacientul terminal o povara psihologica pentru medic? Va rugam sa motivati raspunsul.";Da;"neputinta in fata bolii este o povara grea pentru constiinta oricui"
"30 Sep 2011  16:57:21";34;"Daca ati avea o ruda apropiata diagnosticata intr-un stadiu avansat de cancer, care ar fi atitudinea dvs.?";"As lasa pacientul sa aleaga";
"30 Sep 2011  16:57:21";35;"In final, va rugam sa ne oferiti sugestiile dumneavoastra in legatura cu necesitatea derularii unor studii/cercetari legate de pacientii aflati in stadiul terminal.";;"Cred ca studiul ar trebui sa includa si parerile pacientilor care sunt implicati in aceasta stare"
"30 Sep 2011  16:57:21";36;Varsta;"55-65 ani";
"30 Sep 2011  16:57:21";37;Genul;F;
"30 Sep 2011  16:57:21";38;"Care este localitatea dvs. de resedinta si practica medicala?";;Bucuresti
"30 Sep 2011  16:57:21";39;"Care este apartenenta dvs. religioasa?";;"crestin ortodox"
"30 Sep 2011  16:57:21";40;"Care este specialitatea dvs.?";;"chirurgie plastica"
"30 Sep 2011  16:57:21";41;"Ce cursuri postuniversitare ati absolvit?";;"traumatologie "
"30 Sep 2011  16:57:21";42;"Ce supraspecializari/competente aveti?";;"chirurgia estetica"
"30 Sep 2011  16:57:21";43;"Cati ani vechime in profesie aveti?";"Peste 10 ani";
"30 Sep 2011  23:06:08";1;"Considerati ca diagnosticul bolii oncologice si iminenta mortii bolnavului sunt subiecte evitate in societatea romaneasca actuala? ";"In majoritatea cazurilor";
"30 Sep 2011  23:06:08";2;"Cui ati comunica un astfel de diagnostic?";Familiei;
"30 Sep 2011  23:06:08";3;"Ati evitat sa comunicati diagnosticul de boala oncologica si/sau moarte iminenta pacientului? Daca da, in ce circumstante?";Rareori;"Din fericire nu am fost nevoit sa o fac, datorita specialitatii. iar cand eram student / stagiar / rezident, eram prea &acirc;Äùmic&acirc;Äù pentru a fi nevoit sa-mi asum o asemenea sarcina"
"30 Sep 2011  23:06:08";4;"Care credeti ca sunt trasaturile esentiale care definesc demnitatea unui pacient?";;"tratarea ca pe o fiinta umana, cu tot respectul cuvenit; informare pe intelesul pacientului;"
"30 Sep 2011  23:06:08";5;"Cum reactioneaza pacientii la aflarea diagnosticului si/sau prognosticului de stare terminala?";;"cazurile pe care le-am vazut (ca student / stagiar): cativa au acceptat cu seninatate, alti cativa au negat realitatea (cel putin in prima faza); multi insa erau socati, blocati"
"30 Sep 2011  23:06:08";6;"Cum reactioneaza membrii familiilor pacientilor carora li se comunica un diagnostic si/sau prognostic de stare terminala?";;"tristete / furie (&acirc;Äùde ce tocmai el / ea?&acirc;Äù)"
"30 Sep 2011  23:06:08";7;"Cum face fata grupul familial, atunci cand unul din membrii lui are nevoie de ingrijire continua in faza terminala a bolii oncologice?";;"cu dificultate (&acirc;Äùnoi ce facem acum? de unde luam banii necesari? cine il ingrijeseste - riscam sa ne pierdem serviciul?&acirc;Äù)"
"30 Sep 2011  23:06:08";8;"Considerati ca pacientului trebuie sa i se comunice toate detaliile legate de diagnosticul si prognosticul bolii sale? Va rugam sa motivati raspunsul.";Da;"Depinde de capacitatea pacientului de a intelege, si, mai ales, de dorinta acestuia de a afla adevarul. Depinde de relatiile cu familia - de analizat cine e mai oportun sa dea vestea: medicul sau membrii familiei"
"30 Sep 2011  23:06:08";9;"Ce tratamente ati aplica unui pacient aflat in stare terminala?";"Tratament paliativ pentru controlul simptomelor(durere, dispnee, anxietate, etc.)";
"30 Sep 2011  23:06:08";10;"Care sunt diferentele dintre un pacient aflat in stare terminala si unul cu posibilitati terapeutice?";;"depinde de la caz la caz; de aceea e nevoie de consult interdisciplinar"
"30 Sep 2011  23:06:08";11;"Posibilitatea de evolutie nefavorabila, uneori spre deces, a afectiunilor oncologice contribuie la pregatirea bolnavului suferind si a apartinatorilor acestuia pentru sfarsitul inevitabil? Va rugam sa motivati raspunsul.";Da;"asistenta unui psiholog e de nepretuit in asemnea cazuri. ma bazez pe ceea ce am vazut in spitalul in care activez, unde avem cate un psiholog in fiecare sectie &acirc;Äùcu probleme&acirc;Äù (ATI, dializa, oncologie, coronarieni etc). psihologul poate asista atat pacientii cat si apartinatorii"
"30 Sep 2011  23:06:08";12;"Care sunt cele mai suparatoare simptome cu care se confrunta un pacient aflat in stare terminala? Enumerati minim 5 in ordinea crescatoare a intesitatii pe care le-o atribuiti.";;"imposibilitatea de a-si desfasura activitatea
scaderea calitatii relatiilor sociale
pierderea stimei de sina
depresia
dificultatea de a se autoservi
durerea"
"30 Sep 2011  23:06:08";13;"Care credeti ca sunt cei mai importanti 5 factori care influenteaza demnitatea unui pacient aflat in stare terminala, in ordinea crescatoare a importantei pe care le-o acordati?";;"idem 12"
"30 Sep 2011  23:06:08";14;"Credinta religioasa contribuie la confortul psihic al bolnavilor?";Da;
"30 Sep 2011  23:06:08";15;"Prezenta serviciilor paliative in Romania de aproape de 20 de ani se reflecta in cunoasterea acestor servicii de catre populatie?";Nu;
"30 Sep 2011  23:06:08";16;"Ce inseamna pentru dvs. paliatia/medicina paliativa?";;"ajutorul acordat bolnavului in stare terminala / irecuperabil de a trai (atat cat i-a ramas) fara suferinta / cu suferinte minime"
"30 Sep 2011  23:06:08";17;"Care sunt specialistii de care ar avea nevoie un pacient aflat in stare terminala pentru a primi cele mai potrivite ingrijiri?";;"terapia durerii, psiholog, kinetoterapeut"
"30 Sep 2011  23:06:08";18;"Ati avut in ingrijire pacienti aflati in stare terminala?";Niciodata;
"30 Sep 2011  23:06:08";19;"Enumerati minim 5 probleme cu care credeti ca se confrunta pacientul aflat in stare terminala in ordinea crescatoare a frecventei sau importantei acestora?";;"idem 12"
"30 Sep 2011  23:06:08";20;"Care sunt cele mai frecvente greseli pe care le face un medic in abordarea pacientul aflat in stare terminala?";;"il minte prea mult timp, chiar daca e pus in fata evidentei; sau, ii tranteste dg ca pe o bomba in cap, fara nici o pregatire"
"30 Sep 2011  23:06:08";21;"Considerati ca exista diferente intre starea terminala si faza terminala? Daca  da, care sunt acestea?";;nu
"30 Sep 2011  23:06:08";22;"Considerati ca medicul poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale activitatii sale.";;"cu dificultate
puncte tari: orientarea clinica a invatamantului medical (cel putin pana acum 5 - 10 ani)
puncte slabe: lipsa resurselor, presiunea timpului, demotivarea"
"30 Sep 2011  23:06:08";23;"Considerati ca sistemul de sanatate din Romania poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale acestuia.";;"idem 22"
"30 Sep 2011  23:06:08";24;"Controlul durerii este un lucru bun si important in asistenta pacientului terminal?";;"unul din cele mai importante"
"30 Sep 2011  23:06:08";25;"Unde ar fi mai potrivit sa fie ingrijit un pacient aflat in stare terminala";"Unde hotaraste pacientul";
"30 Sep 2011  23:06:08";26;"Cine trebuie sa decida renuntarea la tratamentul curativ si trecerea la ingrijirile paliative in cazul unuipacient in stare terminala, competent decizional?";Pacientul;
"30 Sep 2011  23:06:08";27;"Care tip de ingrijire este cel mai indicat, in opinia dvs., pentru un pacient aflat in stare terminala?";;"echipa multidisciplinara; atentie la durere si la posibilitatea de se autoservi"
"30 Sep 2011  23:06:08";28;"Directiva in avans ar fi un instrument util in practica medicala? Va rugam sa motivati raspunsul.";Da;"evitarea dilemelor etice"
"30 Sep 2011  23:06:08";29;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, competent decizional?";Pacientul;
"30 Sep 2011  23:06:08";30;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, incompetent decizional?";Medicul;
"30 Sep 2011  23:06:08";31;"Credeti ca societatea romaneasca ar accepta introducerea directivei in avans?";Da;
"30 Sep 2011  23:06:08";32;"Ce informatii considerati ca ar trebui sa cuprinda directiva in avans?";;"- a resuscita sau nu
- atitudineain fata mortii cerebrale
- a informa pacientul sau alta persoana ori a nu informa
- acordul privind prelevarea de organe"
"30 Sep 2011  23:06:08";33;"Este pacientul terminal o povara psihologica pentru medic? Va rugam sa motivati raspunsul.";Da;"da, deoarece medicul deja e suprasolicitat"
"30 Sep 2011  23:06:08";34;"Daca ati avea o ruda apropiata diagnosticata intr-un stadiu avansat de cancer, care ar fi atitudinea dvs.?";"As lasa pacientul sa aleaga";
"30 Sep 2011  23:06:08";35;"In final, va rugam sa ne oferiti sugestiile dumneavoastra in legatura cu necesitatea derularii unor studii/cercetari legate de pacientii aflati in stadiul terminal.";;"consider ca e necesara derularea unor astfel de studii"
"30 Sep 2011  23:06:08";36;Varsta;"35-45 ani";
"30 Sep 2011  23:06:08";37;Genul;M;
"30 Sep 2011  23:06:08";38;"Care este localitatea dvs. de resedinta si practica medicala?";;Bucuresti
"30 Sep 2011  23:06:08";39;"Care este apartenenta dvs. religioasa?";;"crestin ortodox"
"30 Sep 2011  23:06:08";40;"Care este specialitatea dvs.?";;"medicina muncii"
"30 Sep 2011  23:06:08";41;"Ce cursuri postuniversitare ati absolvit?";;"supravegherea pers expuse la radiatii ionizante
securitate si sanatate in munca
evaluarea riscului de accidentare si imbolnavire profesionala"
"30 Sep 2011  23:06:08";42;"Ce supraspecializari/competente aveti?";;"nu am"
"30 Sep 2011  23:06:08";43;"Cati ani vechime in profesie aveti?";"Peste 10 ani";
"01 Oct 2011  18:46:25";1;"Considerati ca diagnosticul bolii oncologice si iminenta mortii bolnavului sunt subiecte evitate in societatea romaneasca actuala? ";"In majoritatea cazurilor";
"01 Oct 2011  18:46:25";2;"Cui ati comunica un astfel de diagnostic?";Familiei;
"01 Oct 2011  18:46:25";3;"Ati evitat sa comunicati diagnosticul de boala oncologica si/sau moarte iminenta pacientului? Daca da, in ce circumstante?";Uneori;
"01 Oct 2011  18:46:25";4;"Care credeti ca sunt trasaturile esentiale care definesc demnitatea unui pacient?";;"Realismul  cu  care  isi  priveste  boala, interesul   pe  care  il  arata  in  legatura  cu
evolutia  ei   si  nu  in  ultimul  rand, resemnarea."
"01 Oct 2011  18:46:25";5;"Cum reactioneaza pacientii la aflarea diagnosticului si/sau prognosticului de stare terminala?";;"La  aflarea  diagnosticului  reactiile  sunt  polimorfe  iar,  prognosticul  de  stare  terminala   este    firesc  in  acest  context."
"01 Oct 2011  18:46:25";6;"Cum reactioneaza membrii familiilor pacientilor carora li se comunica un diagnostic si/sau prognostic de stare terminala?";;"La  inceput  este   negatia,   apoi   resemnarea."
"01 Oct 2011  18:46:25";7;"Cum face fata grupul familial, atunci cand unul din membrii lui are nevoie de ingrijire continua in faza terminala a bolii oncologice?";;"Depinde  de  familie,    din  cati  membri  este   alcatuita  &amp;    de  posibilitatile   
materiale."
"01 Oct 2011  18:46:25";8;"Considerati ca pacientului trebuie sa i se comunice toate detaliile legate de diagnosticul si prognosticul bolii sale? Va rugam sa motivati raspunsul.";Nu;"Detaliile  legate de  diagnosticul    si   prognosticul    bolii  sale,  se  pot  comunica  pe
etape  anticipand  fiecare  etapa  stiut  fiind  ca  fiecare  pacient   isi  are  evolutia  proprie."
"01 Oct 2011  18:46:25";9;"Ce tratamente ati aplica unui pacient aflat in stare terminala?";"Tratamentul bolii de baza, eventual doze mari de citostatice si/sau interventie chirurgicala, sperand in prelungirea vietii bolnavului, indiferent de calitatea vietii";
"01 Oct 2011  18:46:25";10;"Care sunt diferentele dintre un pacient aflat in stare terminala si unul cu posibilitati terapeutice?";;"La  primul  exista  speranta."
"01 Oct 2011  18:46:25";11;"Posibilitatea de evolutie nefavorabila, uneori spre deces, a afectiunilor oncologice contribuie la pregatirea bolnavului suferind si a apartinatorilor acestuia pentru sfarsitul inevitabil? Va rugam sa motivati raspunsul.";Da;
"01 Oct 2011  18:46:25";12;"Care sunt cele mai suparatoare simptome cu care se confrunta un pacient aflat in stare terminala? Enumerati minim 5 in ordinea crescatoare a intesitatii pe care le-o atribuiti.";;"Durerea,  tulburaril  de  tranzit   intestinal,   tulburarile  respiratorii,  obnubilarea,
anorexia"
"01 Oct 2011  18:46:25";13;"Care credeti ca sunt cei mai importanti 5 factori care influenteaza demnitatea unui pacient aflat in stare terminala, in ordinea crescatoare a importantei pe care le-o acordati?";;"1.IMPOSIBILITATEA  DE  A  SE  INGRIJI  SINGUR (TRATAMENT  HRANA  IGIENA) "
"01 Oct 2011  18:46:25";14;"Credinta religioasa contribuie la confortul psihic al bolnavilor?";Da;
"01 Oct 2011  18:46:25";15;"Prezenta serviciilor paliative in Romania de aproape de 20 de ani se reflecta in cunoasterea acestor servicii de catre populatie?";Nu;
"01 Oct 2011  18:46:25";16;"Ce inseamna pentru dvs. paliatia/medicina paliativa?";;"MIJLOACELE PRIN  CARE  PACIENTUL  AFLAT  IN  STARE  TERMINALA
ESTE  TRATAT &amp;  INGRIJIT  CA  ORICARE  ALT  PACIENT."
"01 Oct 2011  18:46:25";17;"Care sunt specialistii de care ar avea nevoie un pacient aflat in stare terminala pentru a primi cele mai potrivite ingrijiri?";;"CEI  SPECIALIZATI  PT.  INGRIJIRILE   PALIATIVE,  PREOTI"
"01 Oct 2011  18:46:25";18;"Ati avut in ingrijire pacienti aflati in stare terminala?";"De cateva ori pe an";
"01 Oct 2011  18:46:25";19;"Enumerati minim 5 probleme cu care credeti ca se confrunta pacientul aflat in stare terminala in ordinea crescatoare a frecventei sau importantei acestora?";;"1.INCAPACITATEA  DE  A  DESFASURA  ACTIVITATI  NORMALE:-HRANA
                                                                                                                           -IGIENA
                                                                                                                          -ADM.  TRAT."
"01 Oct 2011  18:46:25";20;"Care sunt cele mai frecvente greseli pe care le face un medic in abordarea pacientul aflat in stare terminala?";;"COMUN.  DIRECTA  A  DIAGNOSTICULUI   FARA  O  PREGATIRE  PREALABILA"
"01 Oct 2011  18:46:25";21;"Considerati ca exista diferente intre starea terminala si faza terminala? Daca  da, care sunt acestea?";;"STAREA  TERMINALA  ESTE   ETAPA,   FAZA   TERMINALA   ESTE  MOMENT."
"01 Oct 2011  18:46:25";22;"Considerati ca medicul poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale activitatii sale.";;"NU, DATORITA  LIPSEI  DOTARII  MATERIALE,  DOAR  SPIRITUAL   IL
POATE  AJUTA"
"01 Oct 2011  18:46:25";23;"Considerati ca sistemul de sanatate din Romania poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale acestuia.";;"NU,  ASA  CUM  ESTE  OMENESTE  NECESAR"
"01 Oct 2011  18:46:25";24;"Controlul durerii este un lucru bun si important in asistenta pacientului terminal?";;DESGUR
"01 Oct 2011  18:46:25";25;"Unde ar fi mai potrivit sa fie ingrijit un pacient aflat in stare terminala";"Unde hotaraste pacientul";
